translation;model
 Dit is het beste bewijs dat de verschillen niet bij de mensen liggen, maar bij de omstandigheden waarin ze leven.;gpt
 En misschien is dat het belangrijkste boodschap dat Jared Diamond voor ons heeft.;gpt
 Elke jaar verleent onze universiteit eredoctoraten aan mensen met bijzondere verdiensten op wetenschappelijk, sociaal of cultureel gebied.;gpt
 K.U.Leuven en UCL (UniversitÄ˜ Catholique de Louvain) hebben besloten om hun patroonheiligenfeesten samen te vieren in 2009 en de graad gezamenlijk uit te reiken.;gpt
 Deze beslissing benadrukt de wens van de twee universiteiten om de samenwerking tussen hen te versterken.;gpt
 Op 2 februari 2009 zullen vier verdienstelijke personen de titel doctor honoris causa ontvangen van de twee universiteiten.;gpt
 De twee Academische Raden hebben gekozen voor het thema: 'multiculturalisme, interculturele en diversiteit'.;gpt
 Marjane Satrapi (Teheran, 1969) is een illustrator en grafisch romanschrijver.;gpt
 Ze won het hart van het publiek met haar grafische roman Persepolis.;gpt
 In dit autobiografische werk, dat in 2007 verfilmd werd, beschrijft ze de verschillende perioden van de Iraanse revolutie, gezien door de ogen van een jong meisje.;gpt
 Op een kritische maar humoristische manier gebruikt ze het boek om Westerse lezers te onderwijzen over Iran, waardoor interesse en empathie voor het land en zijn bevolking worden gewekt.;gpt
 Tegelijkertijd ontkracht ze veel mythen over de IraniÄ©rs en hun cultuur.;gpt
 Marjane Satrapi woont nu in Frankrijk.;gpt
 Promotor: de heer Thierry Bellefroid, journalist verbonden aan UCL.;gpt
 Prof. Sari Nusseibeh (Damascus, 1949) is rector van de Al-Quds Universiteit in Jeruzalem.;gpt
 Hij staat bekend om zijn visie op vrede en dialoog in het IsraÄ©lisch-Palestijnse conflict.;gpt
 Samen met de IsraÄ©lische politicus Ami Ayalon is Sari Nusseibeh medeauteur van de verklaring The People's Voice.;gpt
 Op het principe van 'twee mensen, twee staten', roepen de auteurs op tot een Palestijnse staat gebaseerd op IsraÄ©ls grenzen van 1967 en voor een compromis over het Palestijnse recht om terug te keren.;gpt
 Het doel van de verklaring is om op basisniveau steun te verwerven voor een oplossing voor het conflict.;gpt
 Promotor: Prof. Helge DaniÄ©ls, Eenheid Oosterse Studies.;gpt
 Prof. Abdullahi Ahmed An-Na'im (Sudan, 1950) is professor aan de School of Law van Emory University in Atlanta.;gpt
 Tussen 1993 en 1995 was hij directeur-generaal van de Afrikaanse afdeling van Human Rights Watch.;gpt
 Abdullahi Ahmed An-Na'im wordt beschouwd als een van de toonaangevende experts op het gebied van mensenrechten in de islam.;gpt
 Hij verwerpt het idee dat islam en mensenrechten incompatibel zijn en verdedigt de stelling dat de islamitische identiteit kan worden geÄåntegreerd met universele mensenrechten.;gpt
 In workshops over mensenrechten heeft hij mensen geÄåntroduceerd in de principes van mensenrechten in verschillende Afrikaanse en Arabische landen.;gpt
 Zijn uitgangspunt is dat mensenrechten niet van bovenaf kunnen worden opgelegd met wetten en formele regels als ze niet van onderaf worden ondersteund door minder opgeleide mensen.;gpt
 In een recent werk onderzoekt hij de mogelijkheden om de islam te verzoenen met de eisen van de seculiere staat.;gpt
 Ook hier probeert hij bruggen te bouwen tussen wat door sommigen als tegenstrijdige visies worden gezien over hoe menselijke samenlevingen moeten worden georganiseerd.;gpt
 Promotor: Prof. Marie-Claire Foblets, Instituut voor Vreemdelingenrecht en Rechtsanthropologie;gpt
 Paolo Dall'Oglio (Rome, 1954) is een Italiaanse JezuÄået die diep gepassioneerd is over geloof, gerechtigheid en waarheid.;gpt
 In 1992 heeft hij een gemengde ecumenische religieuze gemeenschap opgericht in het klooster van Mar Musa el-Habashi, ten noorden van Damascus, dat al eeuwenlang verlaten was.;gpt
 Het klooster van 'Saint Moses', Mar Musa in het Arabisch, staat bekend om zijn gastvrijheid en zijn betrokkenheid bij het dialoog met de moslims.;gpt
 De gemeenschap streeft ernaar om een positieve relatie tussen islam en christendom te creÄ©ren.;gpt
 De keuze voor Arabisch als taal voor dagelijks gebruik en voor het liturgische leven van deze ecumenische en internationale gemeenschap is nauw verbonden met dit doel.;gpt
 Europese Commissievoorzitter Barroso spreekt op conferentie in Leuven;gpt
" ""Er wordt nu wereldwijde bestuur gecreÄ©erd.""";gpt
 Op 26 november was JosÄ˜ Manuel Barroso, president van de Europese Commissie, gast op een internationale conferentie georganiseerd door het Leuven Center for Global Governance Studies (CGGS).;gpt
 Barroso zei hoe blij hij was dat de CGGS was opgericht en benadrukte de grote rol die K.U.Leuven heeft gespeeld bij het ontwikkelen van het Europese idee.;gpt
 Het Leuvens Centrum voor Global Governance Studies is een interdisciplinair onderzoekscentrum dat vorig jaar is opgericht binnen de Groep Menswetenschappen.;gpt
 Het onderzoek van het centrum richt zich voornamelijk op globalisering, bestuursprocessen en multilateralisme.;gpt
 Aan het einde van november nodigde de CGGS een indrukwekkende verzameling academici en beleidsmakers uit om deel te nemen aan een debat over de rol van de Europese Unie op het internationale toneel.;gpt
" ""We hadden dit oorspronkelijk bedoeld als een inaugurele conferentie"", zegt professor Jan Wouters, directeur van het Centrum.";gpt
"

Echter, we werken nu al een jaar en een half en we hebben al ongeveer vijftig conferenties georganiseerd.";gpt
 Ervaring heeft aangetoond dat zowel beleidsmakers als academici behoefte hebben aan een neutraal forum om academische expertise en internationale praktijken samen te brengen over complexe kwesties.;gpt
"

Onder andere had de internationale conferentie als doel om de mythe van een verlamde Europese Unie gedeeltelijk te ontkrachten.";gpt
" Wouters: ""Traditioneel wordt de EU voorgesteld als een speler die alleen in staat is om zachte macht uit te oefenen, en vervolgens zijn diplomatieke overtuigingskracht en ontwikkelingssamenwerking in te zetten.";gpt
 Maar de EU mag niet onderschat worden.;gpt
 Naast zijn centrale rol in het internationale handelssysteem en in de wereldwijde instrumenten voor klimaatverandering en zijn normatieve invloed op vele gebieden van economische regulering, heeft het eigen veiligheids- en defensiedimensies ontwikkeld en stelt het steeds meer militaire en civiele operaties op.;gpt
 Dit is niet zonder strijd, maar vooral in de afgelopen tien tot vijftien jaar is de Unie steeds belangrijker geworden in het kader van wereldwijde multilaterale processen en organisaties, zoals blijkt uit ons boek over de samenwerking tussen de VN en de EU.;gpt
 Hoofdspreker op de conferentie was JosÄ˜ Manuel Barroso, de president van de Europese Commissie.;gpt
" In zijn toespraak had hij woorden van lof voor K.U.Leuven: ""In mijn land, Portugal, is 'Lovaina' (Portugees voor 'Leuven' - ed.) een van de meest prestigieuze namen als we het hebben over universiteiten.";gpt
 Als we naar de geschiedenis van Europa kijken, zien we dat Leuven een belangrijke rol heeft gespeeld in de ontwikkeling van het Europese idee.;gpt
 Dus het is een eer voor mij om hier gast te zijn.;gpt
 Volgens Barroso is het huidige moment, met de wereldwijde financiÄ©le crisis, uitzonderlijk belangrijk voor de ontwikkeling van het idee van Global Governance.;gpt
 Ik moet de CGGS feliciteren met de timing van deze conferentie (lacht).;gpt
 Je had geen betere moment kunnen kiezen, slechts een week en een half na de FinanciÄ©le Top in Washington.;gpt
 Vanwege de financiÄ©le crisis staan ü??ü??we nu aan de vooravond van een nieuw tijdperk voor de wereldwijde bestuursvoering, wat ook steeds belangrijker wordt als een missie voor Europa: we moeten antwoorden bedenken op wereldwijde problemen op wereldschaal.;gpt
"

Dit is precies waarom de internationale top in Washington zo belangrijk was.";gpt
 Je kon voelen dat de geschiedenis in de maak was.;gpt
 De leiders van meer dan twintig zeer verschillende wereldwijde economische machten - van de VS tot BraziliÄ© en IndonesiÄ©, tot Rusland, Zuid-Afrika, China en, natuurlijk, de Europese Unie - toonden daar enorme vastberadenheid.;gpt
 Naar mijn mening heeft deze top de basis gelegd voor een nieuwe vorm van wereldwijde bestuur.;gpt
 Ik ben ervan overtuigd dat, wanneer de huidige wereldwijde financiÄ©le crisis geschiedenis is, de boeken zullen zeggen dat dit het moment was waarop de wereldwijde governance werd gecreÄ©erd.;gpt
 Feitelijk lijkt Global Governance een van de favoriete onderwerpen van Barroso uit zijn tijd als academisch te zijn.;gpt
"

I heb aan dit onderwerp gewerkt als lid van de academische wereld.";gpt
 In de jaren 90, als bezoekend hoogleraar aan de Universiteit van Georgetown, heb ik geholpen bij het creÄ©ren van het eerste internationale certificaat in Globalisatiestudies.;gpt
 Ontwikkelingssamenwerking Prijzen: Bestrijding van woestijnvorming in EthiopiÄ©;gpt
 Elke jaar krijgen een aantal studenten en jonge academici de Ontwikkelingssamenwerkingprijs voor hun afstudeer- of publicatiewerk.;gpt
 Dit jaar zijn er maar liefst vijf prijswinnaars afkomstig uit Leuven.;gpt
 Een van hen is Nigussie Haregeweyn, die in zijn doctoraatsonderzoek naar een oplossing zocht voor sedimentatie in irrigatiereservoirs.;gpt
 Nigussie Haregeweyn (35) is een prijswinnaar uit Leuven, maar met Ethiopische wortels.;gpt
 Hij ontving een masterdiploma in bodemkunde en waterbeheer van de Alemaya-universiteit in EthiopiÄ©.;gpt
 In 2002 verhuisde hij van de Universiteit van Mekelle, waar hij als docent werkte, naar K.U.Leuven om daar vier jaar te werken aan zijn doctoraat in de Fysische en Regionale Geografie Onderzoeksgroep onder leiding van professor Jean Poesen.;gpt
 De onderzoeken van Nigussie maakten deel uit van het Zala Daget-project om desertificatie in de Tigray-hooglanden in Noord-EthiopiÄ© aan te pakken, een samenwerkingsverband tussen BelgiÄ© en EthiopiÄ© dat gefinancierd werd door de Belgische organisatie voor Universitaire Ontwikkelingssamenwerking (VLIR-UOS).;gpt
 Onder de titel 'Sedimentatie in reservoirs in het noordelijke Ethiopische Hoogland: beoordeling en modelleren van bepalende factoren en effecten', zocht Nigussie naar een oplossing voor de sedimentatie in irrigatiereservoirs, wat een veelvoorkomend probleem is.;gpt
" ""Het noorden van EthiopiÄ© is een droog gebied,"" legt hij uit.";gpt
"

Van juni tot september valt er veel regen, maar voor de rest van het jaar is het droog.";gpt
 Om de akkerbouwvelden van het water te voorzien dat ze nodig hebben, zijn er veel dammen gecreÄ©erd met waterreservoirs.;gpt
 Echter, we zien steeds sneller sedimentatie in deze reservoirs, wat hun capaciteit vermindert.;gpt
 De sedimenten binden ook met voedingsstoffen die nodig zijn voor de gewassen stroomopwaarts.;gpt
 Dit veroorzaakt problemen, omdat de boeren niet altijd in staat zijn om financieel deze verliezen te compenseren met meststoffen.;gpt
 Van de vijfhonderd stuwen die in de periode 1994-2003 in de regio Tigray gebouwd zouden worden, werden uiteindelijk slechts een tiende gerealiseerd.;gpt
 Nigussie onderwierp dertien van deze reservoirs aan een grondig onderzoek.;gpt
 Bijna de helft van de stuwen vertoonde een hoog sedimentatieniveau, waardoor hun duurzaamheid veel lager is dan aanvankelijk verwacht.;gpt
 We ontdekten ook dat de afgezette sediment veel vruchtbaarder is dan de oorspronkelijke bodem.;gpt
 Plaatselijke boeren kunnen het gebruiken om de omringende velden te herstellen en de vruchtbaarheid van de bodem te verbeteren.;gpt
 Dit kan een optie zijn om de bestaande reservoirs te redden zonder hoge kosten.;gpt
 Nigussie hoopt zijn onderzoek meer breed te kunnen publiceren.;gpt
"

Stijgende bodemerosie en de daarmee gepaard gaande verlies van voedingsstoffen door sediment is een verborgen maar ernstig probleem.";gpt
 Beleidsmakers en ontwikkelingsorganisaties moeten er rekening mee houden.;gpt
 Hopelijk kan mijn onderzoek hierbij helpen en waar nodig oplossingen bieden.;gpt
 Wat hem in BelgiÄ© vooral verbaasde, waren de faciliteiten aan de universiteit.;gpt
"

In Alemaya hadden we niet de faciliteiten die je bij K.U.Leuven vindt.";gpt
 De docenten zijn veel toegankelijker dan aan de universiteit in EthiopiÄ©.;gpt
 Het 'leren/onderwijzen' proces is hier volledig anders.;gpt
 Hij heeft misschien gemerkt dat de studenten niet bij Ä˜Ä˜n drankje blijven als ze uitgaan, maar Nigussie's hoofdindruk van Leuven is als een kleine, charmante stad met vriendelijke mensen.;gpt
" ""Leuven voelt zo vertrouwd,"" zegt hij.";gpt
 Tijdens de tijd dat ik daar woonde, maakte ik veel vrienden.;gpt
 Ik heb zelfs heimwee geleden toen ik naar Brussel moest verhuizen, waar ik een cursus volg aan het Koninklijk Museum voor Centraal-Afrika.;gpt
 Het was alsof ik mijn eigen huis had verlaten.;gpt
 Het leven in Brussel is volledig anders, maar het is een fascinerende ervaring.;gpt
"

Nigussie mist zijn thuisland nog meer dan Leuven, waar zijn twee grote liefdes op hem wachten: zijn vrouw en dochter.";gpt
"

Mijn dochter is 18 maanden oud.";gpt
 Nu ik een gezin heb, lijd ik veel meer aan heimwee.;gpt
 Ik bel twee keer per week naar huis, soms meer.;gpt
" Het hangt af van mijn stressniveau,"" zegt hij met een glimlach.";gpt
 Er waren nog vier andere Leuven prijswinnaars: de studenten Lutgart Lenaerts (in EthiopiÄ© op een reisbeurs), Lara Ramaekers en Katrien Descheemaeker, en onderzoeker Carla Oporto.;gpt
 Frequente videogamers kunnen een voorspeller zijn van roekeloos rijgedrag.;gpt
 Tieners die vaak videospelletjes spelen waarin ze zich bezighouden met snel of gevaarlijk rijgedrag, hebben een meer gunstige houding ten opzichte van roekeloos rijgedrag.;gpt
 Een op de drie van de ondervraagde jongeren denkt dat ze af en toe risico's zullen nemen op de weg om het rijden leuker te maken.;gpt
 Dit is naar voren gekomen uit onderzoek van Kathleen Beullens van de School voor Massacommunicatie Onderzoek aan de K.U.Leuven.;gpt
 Cijfers over ongevallen laten zien dat mensen tussen de 18 en 29 jaar een hoger risico hebben om te sterven bij een verkeersongeval.;gpt
 Dit feit heeft Kathleen Beullens aangezet tot het uitvoeren van onderzoek naar mogelijke oorzaken en verbindingen.;gpt
 In 2005 begon ze een onderzoek naar de invloed van media op het rijgedrag.;gpt
 In het invloedrijke Journal of Adolescent Health zijn de eerste resultaten gepubliceerd van een enquÄ›te onder 2.200 leerlingen uit de vijfde en zesde klas van vijftien Vlaamse middelbare scholen.;gpt
" ""Er zijn twee soorten spellen,"" zegt Kathleen Beullens.";gpt
 Racespellen zoals Gran Turismo, Ridge Racer en MotoGP uitdagen je om snel te rijden op racebanen.;gpt
 In drive'em up-games zoals Carmageddon, Burnout en Need for Speed ga je niet alleen snel, je krijgt extra punten voor gevaarlijk rijgedrag.;gpt
 Meer dan 40 procent van de jongeren in de enquÄ›te speelt regelmatig spelletjes van dit soort, en een goede 15 procent speelt dagelijks of meerdere keren per week.;gpt
 Door naar de persoonlijkheidskenmerken van deze groep te kijken, scoren ze bovengemiddeld op vragen over sensatiezoeken en agressiviteit.;gpt
 Uit de eerste fase van het onderzoek bleek een duidelijke verband tussen frequent spelen en een gunstige houding ten opzichte van snel en roekeloos rijgedrag.;gpt
 De cijfers zijn vergelijkbaar voor beide soorten spellen en voor jongens en meisjes - afgezien van het feit dat jongens dit soort spel veel vaker spelen.;gpt
 De studie biedt geen oplossing voor de kip-en-ei-vraag: spelen jongeren deze spellen omdat ze wegpiraten willen worden?;gpt
 Of creÄ©ert of versterkt het spelen een neiging tot roekeloos rijgedrag?;gpt
 EÄ˜n ding is overduidelijk: er is een verbinding.;gpt
 Dit is op zichzelf al een belangrijke conclusie: door het observeren van gamen kun je een groep jongeren identificeren met een aanzienlijk hoger risico op gevaarlijk rijgedrag.;gpt
 Dit betekent dat je specifieke preventiecampagnes kunt maken voor deze groep.;gpt
 Mijn onderzoek heeft ook andere interessante cijfers opgeleverd: slechts Ä˜Ä˜n procent van de jongeren zegt 'Ik zal nooit te hard rijden'.;gpt
 27,5 procent heeft de intentie vaak te snel te rijden, terwijl 15,5 procent aangeeft dat zij dit vaak of altijd zullen doen.;gpt
 Bovendien zegt bijna een op de drie jongeren dat ze denken dat ze af en toe risico's zullen nemen op de weg om het rijden leuker te maken.;gpt
 In het kader van haar onderzoek interviewde Kathleen Beullens dezelfde groep jongeren twee jaar later opnieuw - waarbij de meesten van hen inmiddels hun rijbewijs hadden en de wegen gebruikten.;gpt
 De resultaten zijn nog niet vrijgegeven voor publicatie.;gpt
 Maar ik kan een voorproefje geven: er is niets in het tweede deel van mijn onderzoek dat de conclusies uit de eerste fase tegenspreekt.;gpt
 Echter, mijn studie is een van de eerste in dit veld, en er is nog een lange weg te gaan.;gpt
 Dus experimenten zijn nodig om te meten of video games echt attitudes of gedrag veranderen.;gpt
 Ontwikkelingsco??peratieprijs voor proefschrift over Kaapse nederzetting;j2
"Geen thuisgevoel
";j2
" ""Baie dank!"" (""veel dank!""), schrijft Sarah Meys in de dankbetuigingen van haar proefschrift.";j2
 Deze woorden in Afrikaans zijn gericht naar de gemeenschapswerkers en bewoners van Wesbank, een post-apartheid township bij Kaapstad.;j2
 Meys bracht drie maanden door in Wesbank met een VLIR-uitreiking om te onderzoeken hoe thuis de Wesbankers voelen in hun district.;j2
 Of in de taal van proefschriften: onderzoek naar de relaties tussen mens en plaats op wijkniveau.;j2
"
";j2
 Toen de Mandela-regering haar Reconstructie- en Ontwikkelingsprogramma voorstelde in 1994 - een ambitieus plan om een einde te maken aan de sociale onrechtvaardigheid van de apartheidjaren - was huisvesting voor de armen een van de speerpunten.;j2
" ""De bedoelingen waren zonder twijfel goed, maar de kosten leken een serieuze hindernis te zijn,"" zegt Meys.";j2
 De overheid heeft aan bouwbedrijven de opdracht gegeven om de nieuwe wijken te bouwen, zoals Wesbank, en de bouwbedrijven hebben zo veel mogelijk geld uitgegeven aan zo veel huizen mogelijk.;j2
"De woningen zijn van een neerbuigende kwaliteit: wanden van eenvoudige blokken, betonnen vloeren en dakpannen van gewalst staal, zonder enige isolatie.
";j2
 De leefomstandigheden zijn een aanpassing hierop: schimmel en slechte luchtkwaliteit leiden tot tuberculose en andere longziekten.;j2
 Om een huis te krijgen in Wesbank moet de aanvrager onder een bepaalde inkomenslimiet inkomen.;j2
"""Het heeft geleid tot het absurde situatie dat sommige mensen hun baan opgegeven hebben om op de wachtlijst te komen.""
";j2
"Wesbank heeft officieel 25.000 inwoners, van wie 95% minder dan 200 euro per maand verdienen.
";j2
"Het gebied waar het district zich bevindt biedt de bewoners weinig mogelijkheden om de situatie te verbeteren.
";j2
"Wesbank werd gebouwd op 'dumping grounds' - bestemd voor zwarte mensen tijdens de apartheid - die ver van werkgelegenheid liggen in Kaapstad.
";j2
"Inkomensegregatie heeft rassensegregatie vervangen.
";j2
"""Het resultaat is nagenoeg hetzelfde.""
";j2
"In de zomer van 2005 vertrok Meys, samen met een medeleerling, voor drie maanden naar Kaapstad.
";j2
"
";j2
 Maar toen we hulpwerkzaamheden verrichtten in het ziekenhuis, leerden we werknemers kennen, die ons een paar bewoners voorstelde.;j2
 In onze interviews hebben we hen gevraagd hoe ze zich in het gebied voelden en hoe ze met de buren omgingen.;j2
 We hebben hun foto's van plaatsen in Wesbank laten zien en hebben gevraagd of ze positieve of negatieve gevoelens hadden.;j2
"Uit de interviews bleek dat er maar een klein deel van de bewoners zich echt thuis voelde in de buurt.
";j2
 Ik ben hier niet blij, maar we hebben geen keus en moeten het zo stellen, was de reactie die ik het meest kreeg.;j2
"""Ze beschouwen Wesbank als een plek waar ze kunnen overleven, niet als een thuis.""
";j2
"Voor de bewoners is het niet alleen moeilijk om economische successen te behalen, het opbouwen van sociaal kapitaal is ook niet gemakkelijk.
";j2
"
";j2
 Toch zijn dit erg belangrijk voor het bevorderen van een algemeen begrip in een wijk waar zoveel culturen, talen en oorsprongen gemeenschappelijk zijn.;j2
 Na apartheid worden uitsluitend geen rassenverwijzingen gemaakt, maar andere stigma's gebaseerd op gedrag of oorsprong zijn in de plaats gekomen.;j2
"""Ik heb bijvoorbeeld gesproken met een vrouw die niet kon accepteren dat haar Xhosa buren vuur maakten in de tuin.""
";j2
 Het gebrek aan veiligheid is bij Wesbank het grootste probleem;j2
"
";j2
"De meeste speeltuinnen zijn modderpoelen met roestig gereedschap, waar jeugdigen samenkomen om drugs te snuiven.
";j2
"In Wesbank regeren twee bendes, de 26s en de 28s, en vechten voortdurend om hun territorium.
";j2
"Ze beheren shebeens, illegaal gevestigde bars waar drugs worden verkocht.
";j2
 Bijna iedereen die we hebben ondervraagden heeft een gang tegengekomen: zelf gebeend, een familielid vermoord....;j2
"De plaatselijke krant, Die Son, is ook vol met misdaadverhalen.
";j2
"Toen we daar woonden, was het relatief vredig omdat een van de belangrijkste bendeleiders net was aangehouden.
";j2
"
";j2
" De overheersing van geweld in de township wordt ook gezien in een spel met kinderen: ""Een van de gemeenschapswerkers organiseerde een dramaklas af en toe per week.";j2
 Ik verving haar een namiddag in de klas en vroeg de kinderen tussen de acht en zestien jaar om typische townshipsituaties te tekenen.;j2
"Een van de skits vond plaats in een taxibus.
";j2
 Een jongen was de bestuurder, een ander was verantwoordelijk voor het innen van de prijs, een derde was een passagier die geen geld in zijn zak had.;j2
"Deze laatste jongen werd van de bus gepushed en werd geroofd van wat hij bij zich had.
";j2
 Andere sc??nes behandelden huiselijk geweld, armoede, drugsgebruik en de bendes, die duidelijk een grote aantrekkingskracht hebben op de kinderen.;j2
" Volgens Meys kunnen lessen geleerd worden uit de situatie van Wesbank voor grote sociale woningbouwprojecten in het zuiden: ""Ik heb dat aanbeveling in mijn thesis niet in detail uitgewerkt, maar het is duidelijk dat sociale, economische en ruimtelijke aspecten meer aandacht moeten krijgen bij het plannen.";j2
"""Een huis moet meer zijn dan alleen een dak boven je hoofd""
";j2
 SOLFA streeft ernaar om de gezondheid en de zelfstandigheid te verbeteren;j2
"
";j2
"Professor Dirk De Ridder, werkzaam aan de universiteitsziekenhuizen van Leuven, vertrok in september voor een twee weken durende missie naar Kisantu in Congo.
";j2
 Daar opereerde hij op vrouwen die, als gevolg van problemen bij de bevalling, fistels hadden ontwikkeld.;j2
"""De meeste van de economie van Afrika hangt af van vrouwen.""
";j2
"Met behulp van de Solidariteitsfonds voor Afrikaanse Vrouwen willen we hun autonomie verbeteren.
";j2
 Het is dus enorm belangrijk dat ze zich weer volledig herstellen.;j2
 De Solidariteitsfonds voor Afrikaanse Vrouwen, SOLFA, werd in 2006 opgericht door Partnership & Academic Development en werd ge??nitieerd door de huidspecialiste en K.U.Leuven-alumna Lorrie Vandeginste.;j2
"Tijdens een aantal reizen naar Centraal-Afrika had zij geconstateerd dat vrouwen vaak de eerste slachtoffers zijn van politieke onstabiliteit en ingegroeide gewelddadige gedragingen.
";j2
"Ze sloot zich aan bij een aantal artsen aan de Universitaire Ziekenhuizen Leuven, waaronder uroloog Dirk De Ridder, en samen richtten ze SOLFA op.
";j2
"""In veel Afrikaanse landen is de economie bijna volledig in handen van vrouwen.""
";j2
 SOLFA streeft hulp en ondersteuning aan om vrouwen in Afrikaanse overlevingseconomie?∏n zelfvoorzienend te maken, met name door projecten van micro-mutualiteit en micro-financiering.;j2
" ""Voorbeelden, we helpen bij de aankoop van cassavemolens zodat ze kleine bedrijven kunnen beginnen en regelmatig geld kunnen opsparen voor gezondheidszorg, omdat het belangrijk is dat deze vrouwen, op wie zoveel families afhangen, gezond blijven.""";j2
"""SOLFA houdt zich bezig met de pati?∏nt wanneer zij ziek is.""
";j2
 Het is niet onze bedoeling om een hele reeks medische diensten te financieren, maar om een bepaalde groep pati?∏nten te helpen door bijvoorbeeld onze fistelproject.;j2
" ""Medische steun komt van Leuven Medical Support (LMS), een vereniging van vrijwilligers uit de Universitaire Ziekenhuizen Leuven die verantwoordelijk zijn voor een aantal humanitaire projecten en met wie we nauw samenwerken.""";j2
" ""Urogenitaal fistels zijn abnormale verbindingen tussen de blaas en de vagina waardoor vloeistoffen constant in de vagina stromen.";j2
 Meestal ontstaan deze fistels als gevolg van problemen bij de bevalling, wanneer een vrouw een te kleine schedel heeft of het kind een te groot hoofd.;j2
" In Belgi?∏ voeren we bij gelijkaardige situaties een keizersnede uit, maar in Afrika is dat niet altijd mogelijk. Vrouwen wachten vaak zo lang mogelijk om behandeld te worden, omdat het zo duur is; of ze komen niet op tijd in het ziekenhuis.";j2
"""Als de bevalling erg lang duurt, wordt het hoofd van de baby tegen de schedel gedrukt en kunnen fistels ontstaan.""
";j2
"De resultaten kunnen catastrofal zijn voor moeder en kind.
";j2
" ""De vrouwen keren vaak thuis met een fistel maar geen baby.";j2
 Ze worden incontinent en, door de urineverlies en de gevolgen daarvan, komen ze steeds meer aan de rand van de samenleving.;j2
 Ze mogen niet deelnemen aan religieuze ceremonies. Ze mogen niet in de lokale taxi's rijden. Hun mannen verlaten hen. Kortom, ze hebben niets meer.;j2
"
";j2
 Het positieve aan deze zijde van de zaak is dat de fistelchirurgie om de continu??teit te herstellen een eenvoudige en succesvolle operatie is.;j2
"Deze vrouwen hebben helaas zelden de financi?∏le middelen om het te betalen.
";j2
"Wij besloten Kisantu in Congo te kiezen, omdat LMS reeds actief is daar.
";j2
"Tijdens onze eerste bezoek in mei bespraken we onze plannen met de plaatselijke gezondheids- en ontwikkelingsautoriteiten.
";j2
"Vervolgens werden onze bedoelingen bekend gemaakt door diverse plaatselijke mensen in de omgeving: in ziekenhuizen, in kerken en op de radio.
";j2
"23 vrouwen werden geselecteerd die we behandelen op onze tweede bezoek.
";j2
" ""Er waren er geen meer. We hadden slechts zeven dagen voor operaties, en elke pati?∏nt betekende een ziekenhuisbed dat twee weken zou worden bezet.""";j2
"In midden september reisde professor De Ridder naar Congo met een klein medisch team.
";j2
"""Vrijwel alle vrouwen die ik daar zag hadden een keizersnede gehad.""
";j2
 Dit betekent dat ze inderdaad een ziekenhuis of kliniek bereikten, maar voornamelijk te laat.;j2
"""Ze hadden bijna allemaal stille geboren, en de meeste vrouwen waren twee dagen in werking.""
";j2
"""Ik heb deze vrouwen in een primitief chirurgisch kamertje geopereerd.""
";j2
"Daarna moesten ze nog een paar weken in het ziekenhuis blijven.
";j2
"Tegelijkertijd trainden we de lokale artsen en verpleegkundigen om dit soort operaties zelfstandig uit te voeren.
";j2
"
";j2
"
";j2
"""Op de lokale radio- en televisiestations hebben we duidelijk en eenvoudig uitgelegd wat een slokdarm is en wat te doen als je er last van hebt; we hebben ook aangetoond dat je dit probleem kunt voorkomen door een tijdelijke keizersnede te ondergaan.""
";j2
"""We maken nu plannen voor een nieuwe bezoek volgend jaar om de lokale gezondheidswerkers te trainen.""
";j2
 Tegelijkertijd willen we continu??teit verzekeren door samenwerking met andere gezondheidszorgorganisaties in de regio.;j2
"
";j2
 Verwachte synergie tussen sport en ontwikkelingssamenwerking;j2
"Sport voor een betere wereld
";j2
 Sport is Ronaldinho, hooligans, gezondheid, handel, concurrentie, organisatie, wetenschap, ontspanning, noem het maar op.;j2
"Sport is veel dingen.
";j2
"Maar zou je 'spontaan' 'ontwikkelingssamenwerking' toevoegen aan deze lijst?
";j2
"Wij zouden niet.
";j2
"Maar professor Yves Vanden Auweele zou dat wel doen.
";j2
"Hij is een van de redacteurs van het boek Sport en Ontwikkeling.
";j2
" ""Het is inderdaad een nieuwe link,"" zegt Vanden Auweele.";j2
" ""Sport en ontwikkeling zijn slechts een paar decennia geleden voor het eerst aan elkaar verbonden en zelfs nu is de link nog niet voor iedereen duidelijk.""";j2
"Je moet de verbinding in de Sport+- en Sport+-activiteiten lokaliseren.
";j2
"
";j2
"Oorlog zonder wapens
";j2
 In de afgelopen jaren zijn er verschillende projecten opgezet die gericht zijn op een samenhangend ontwikkelingsproces door en via sport, zowel op nationaal niveau als in een grotere UN of EU verband.;j2
"
";j2
"Een wetenschappelijke bijdrage was nodig.
";j2
"""Dit is nu aan het beginnen is.""
";j2
"""De link tussen sport en ontwikkelingssamenwerking is inderdaad nieuw, maar eigenlijk niet vreemd.""
";j2
"Sport is een van de weinige menselijke activiteiten die grote groepen mensen kan mobiliseren, die alle nationale, economische, religieuze, taalkundige en andere grenzen overschrijdt.
";j2
"Als je andere activiteiten ermee combineert, bereik je meteen veel mensen.
";j2
"Dat is de basisgedachte.
";j2
"Maar de concrete realisatie hiervan is natuurlijk niet altijd zo eenvoudig.""
";j2
"""Sport en ontwikkelingswerk combineren richt zich op diverse gebieden.""
";j2
"Er is eerst het grote domein van de vrede.
";j2
